X,Y,Z,Porosity,Sequence,Well
28900,87700,-779.83,39.5,m58,m29
27400,59300,-95.12,39.5,m1,m27
28200,76200,-695.06,39.5,m58,m28
27400,59300,-370.16,39.5,m58,m27
28200,76200,-432.59,39.5,m54,m28
27400,59300,-420.27,39.6,m58,m27
28900,87700,-343.96,39.6,m41,m29
27400,59300,-371.89,39.7,m58,m27
28200,76200,-673.85,39.7,m58,m28
27400,59300,-530.35,39.7,m6,m27
27400,59300,-559.79,39.7,o1,m27
27400,59300,-541.49,39.8,m6,m27
28200,76200,-629.75,39.8,m58,m28
27400,59300,-110.37,39.8,m1,m27
27400,59300,-435.99,39.8,m58,m27
28200,76200,-679.71,39.8,m58,m28
27400,59300,-437.15,39.9,m58,m27
27400,59300,-452.34,39.9,m58,m27
28200,76200,-631.14,39.9,m58,m28
28200,76200,-663.8,39.9,m58,m28
28900,87700,-52.65,40.0,m1,m29
28900,87700,-649.41,40.0,m54,m29
28900,87700,-770.91,40.0,m58,m29
28900,87700,-772.41,40.1,m58,m29
27400,59300,-111.62,40.1,m1,m27
27400,59300,-516.44,40.2,m58,m27
28200,76200,-675.0,40.2,m58,m28
27400,59300,-125.62,40.2,m1,m27
28200,76200,-594.34,40.3,m58,m28
28900,87700,-641.29,40.4,m54,m29
27400,59300,-417.31,40.4,m58,m27
28900,87700,-673.3,40.5,m54,m29
27400,59300,-370.16,40.5,m58,m27
28900,87700,-664.23,40.5,m54,m29
28200,76200,-429.87,40.5,m54,m28
28900,87700,-773.66,40.5,m58,m29
27400,59300,-430.0,40.6,m58,m27
28200,76200,-451.67,40.6,m54,m28
28200,76200,-298.33,40.6,m5,m28
28900,87700,-655.46,40.6,m54,m29
27400,59300,-75.27000000000001,40.6,m1,m27
28200,76200,-666.64,40.7,m58,m28
28200,76200,-650.43,40.8,m58,m28
28900,87700,-229.57,40.9,m41,m29
28200,76200,-590.15,40.9,m58,m28
27400,59300,-514.9100000000001,40.9,m58,m27
27400,59300,-412.71,41.0,m58,m27
28200,76200,-677.87,41.0,m58,m28
28900,87700,-112.74,41.0,m1,m29
27400,59300,-422.49,41.0,m58,m27
28900,87700,-336.2,41.0,m41,m29
28200,76200,-665.53,41.1,m58,m28
27400,59300,-389.56,41.1,m58,m27
28200,76200,-603.2,41.2,m58,m28
27400,59300,-546.62,41.2,o1,m27
28900,87700,-89.2,41.2,m1,m29
28200,76200,-360.82,41.3,m54,m28
27400,59300,-209.91,41.3,m41,m27
28200,76200,-685.88,41.4,m58,m28
28900,87700,-351.33,41.4,m41,m29
27400,59300,-121.37,41.4,m1,m27
27400,59300,-441.71,41.5,m58,m27
28900,87700,-784.8,41.5,m58,m29
27400,59300,-444.74,41.5,m58,m27
27400,59300,-383.66,41.5,m58,m27
28900,87700,-330.94,41.6,m41,m29
27400,59300,-104.27,41.6,m1,m27
28900,87700,-342.38,41.6,m41,m29
28900,87700,-191.56,41.6,m1,m29
27400,59300,-506.05,41.6,m58,m27
28900,87700,-653.93,41.6,m54,m29
28200,76200,-453.17,41.7,m54,m28
28900,87700,-527.11,41.7,m5,m29
28200,76200,-697.47,41.7,m58,m28
28200,76200,-625.07,41.7,m58,m28
27400,59300,-82.65,41.8,m1,m27
28900,87700,-506.86,41.8,m5,m29
28200,76200,-295.67,41.8,m5,m28
27400,59300,-230.44,41.8,m41,m27
28900,87700,-676.61,41.9,m54,m29
28900,87700,-770.77,41.9,m58,m29
28200,76200,-545.28,41.9,m54,m28
28200,76200,-628.66,42.0,m58,m28
28200,76200,-399.04,42.0,m54,m28
27400,59300,-119.87,42.0,m1,m27
28200,76200,-627.25,42.0,m58,m28
28200,76200,-449.32,42.1,m54,m28
28200,76200,-447.82,42.1,m54,m28
27400,59300,-520.0899999999999,42.1,m58,m27
28200,76200,-620.29,42.1,m58,m28
28900,87700,-412.65,42.1,m5,m29
27400,59300,-387.5,42.1,m58,m27
27400,59300,-228.94,42.1,m41,m27
27400,59300,-232.98,42.1,m41,m27
28200,76200,-618.75,42.1,m58,m28
28900,87700,-646.41,42.1,m54,m29
27400,59300,-517.94,42.2,m58,m27
27400,59300,-539.52,42.2,m6,m27
28200,76200,-414.7,42.3,m54,m28
28900,87700,-321.26,42.4,m41,m29
27400,59300,-423.2,42.4,m58,m27
28200,76200,-408.82,42.4,m54,m28
28900,87700,-379.75,42.4,m41,m29
28200,76200,-280.8,42.4,m5,m28
28200,76200,-556.36,42.5,m58,m28
28200,76200,-433.92,42.5,m54,m28
27400,59300,-504.19,42.5,m58,m27
28900,87700,-511.67,42.5,m5,m29
28900,87700,-499.18,42.5,m5,m29
27400,59300,-508.96,42.6,m58,m27
28900,87700,-357.61,42.6,m41,m29
28200,76200,-561.15,42.6,m58,m28
28200,76200,-668.45,42.6,m58,m28
28900,87700,-400.99,42.6,m5,m29
28200,76200,-423.54,42.6,m54,m28
28200,76200,-623.65,42.7,m58,m28
28900,87700,-766.22,42.7,m58,m29
28900,87700,-338.46,42.7,m41,m29
28900,87700,-258.8,42.7,m41,m29
27400,59300,-548.82,42.7,o1,m27
27400,59300,-74.7,42.7,m1,m27
27400,59300,-79.18,42.7,m1,m27
27400,59300,-228.94,42.8,m41,m27
27400,59300,-118.42,42.8,m1,m27
28200,76200,-586.66,42.8,m58,m28
28900,87700,-509.26,42.9,m5,m29
28900,87700,-334.69,42.9,m41,m29
28900,87700,-185.66,42.9,m1,m29
28200,76200,-641.12,43.0,m58,m28
27400,59300,-513.51,43.0,m58,m27
28200,76200,-474.58,43.0,m54,m28
28200,76200,-621.65,43.0,m58,m28
28900,87700,-381.04,43.0,m5,m29
27400,59300,-56.03,43.1,m1,m27
27400,59300,-512.01,43.1,m58,m27
28900,87700,-743.25,43.1,m58,m29
27400,59300,-107.34,43.1,m1,m27
27400,59300,-366.0,43.2,m58,m27
28200,76200,-676.39,43.2,m58,m28
28200,76200,-554.82,43.2,m58,m28
28900,87700,-778.51,43.2,m58,m29
28900,87700,-36.0,43.3,m1,m29
28200,76200,-562.36,43.3,m58,m28
28200,76200,-582.17,43.3,m58,m28
28200,76200,-316.34,43.3,m54,m28
28200,76200,-420.74,43.4,m54,m28
28900,87700,-316.46,43.4,m41,m29
28900,87700,-650.52,43.4,m54,m29
28900,87700,-639.76,43.4,m54,m29
28900,87700,-271.31,43.4,m41,m29
28200,76200,-588.56,43.5,m58,m28
28900,87700,-708.78,43.5,m58,m29
28900,87700,-670.33,43.5,m54,m29
27400,59300,-528.5699999999999,43.5,m6,m27
28200,76200,-648.97,43.5,m58,m28
28900,87700,-775.29,43.6,m58,m29
28900,87700,-642.81,43.6,m54,m29
28200,76200,-667.15,43.6,m58,m28
28200,76200,-299.81,43.6,m5,m28
28200,76200,-625.91,43.6,m58,m28
28900,87700,-722.28,43.6,m58,m29
28200,76200,-457.75,43.7,m54,m28
28900,87700,-510.66,43.7,m5,m29
28200,76200,-416.74,43.7,m54,m28
28200,76200,-683.78,43.7,m58,m28
28900,87700,-783.18,43.7,m58,m29
28900,87700,-491.4,43.7,m5,m29
28900,87700,-783.21,43.8,m58,m29
28900,87700,-773.96,43.8,m58,m29
27400,59300,-361.79,43.9,m58,m27
27400,59300,-255.47,43.9,m5,m27
27400,59300,-539.99,43.9,m6,m27
27400,59300,-367.34,43.9,m58,m27
28900,87700,-686.45,44.0,m54,m29
28900,87700,-528.62,44.1,m5,m29
28200,76200,-479.7,44.1,m54,m28
28200,76200,-642.77,44.1,m58,m28
28900,87700,-777.0,44.1,m58,m29
28200,76200,-664.22,44.1,m58,m28
27400,59300,-409.66,44.1,m58,m27
27400,59300,-228.19,44.1,m41,m27
28200,76200,-548.27,44.2,m58,m28
28900,87700,-731.41,44.2,m58,m29
28900,87700,-661.13,44.2,m54,m29
28200,76200,-557.87,44.2,m58,m28
28900,87700,-792.0,44.2,m58,m29
27400,59300,-65.82,44.2,m1,m27
28200,76200,-307.21,44.2,m5,m28
27400,59300,-526.97,44.2,m6,m27
27400,59300,-208.64,44.4,m41,m27
28900,87700,-513.1600000000001,44.4,m5,m29
28900,87700,-379.02,44.4,m41,m29
27400,59300,-534.6600000000001,44.5,m6,m27
27400,59300,-225.04,44.5,m41,m27
28900,87700,-790.62,44.5,m58,m29
28900,87700,-310.14,44.5,m41,m29
28900,87700,-534.4300000000001,44.6,m5,m29
28900,87700,-532.3199999999999,44.6,m5,m29
28900,87700,-345.46,44.6,m41,m29
28200,76200,-662.49,44.6,m58,m28
28200,76200,-513.14,44.6,m54,m28
28200,76200,-393.29,44.6,m54,m28
28900,87700,-397.84,44.7,m5,m29
28900,87700,-350.64,44.7,m41,m29
28200,76200,-476.71,44.7,m54,m28
28200,76200,-313.34,44.7,m54,m28
28200,76200,-682.04,44.7,m58,m28
28900,87700,-504.48,44.7,m5,m29
28200,76200,-459.24,44.8,m54,m28
28200,76200,-468.92,44.8,m54,m28
28200,76200,-319.34,44.8,m54,m28
28900,87700,-674.66,44.8,m54,m29
28900,87700,-267.63,44.9,m41,m29
28200,76200,-309.95,44.9,m54,m28
27400,59300,-225.04,44.9,m41,m27
27400,59300,-510.5,44.9,m58,m27
27400,59300,-551.92,44.9,o1,m27
27400,59300,-50.989999999999995,44.9,m1,m27
27400,59300,-211.01,45.0,m41,m27
27400,59300,-225.89,45.0,m41,m27
28900,87700,-548.11,45.0,m54,m29
28200,76200,-360.39,45.0,m54,m28
27400,59300,-402.22,45.0,m58,m27
28200,76200,-475.06,45.0,m54,m28
28900,87700,-764.98,45.1,m58,m29
28200,76200,-363.81,45.1,m54,m28
28900,87700,-382.72,45.1,m5,m29
27400,59300,-455.46,45.2,m58,m27
28900,87700,-317.97,45.2,m41,m29
28900,87700,-270.56,45.2,m41,m29
28200,76200,-682.47,45.2,m58,m28
27400,59300,-453.94,45.2,m58,m27
27400,59300,-521.01,45.3,m58,m27
28200,76200,-627.36,45.3,m58,m28
27400,59300,-408.16,45.3,m58,m27
28900,87700,-347.41,45.3,m41,m29
27400,59300,-219.06,45.4,m41,m27
28200,76200,-359.04,45.4,m54,m28
28900,87700,-517.86,45.4,m5,m29
27400,59300,-219.06,45.4,m41,m27
28200,76200,-645.02,45.4,m58,m28
28900,87700,-402.72,45.4,m5,m29
28200,76200,-585.17,45.4,m58,m28
27400,59300,-344.53,45.5,m58,m27
28200,76200,-639.77,45.5,m58,m28
27400,59300,-231.39,45.6,m41,m27
28900,87700,-319.77,45.6,m41,m29
28900,87700,-667.86,45.7,m54,m29
28900,87700,-728.31,45.7,m58,m29
28200,76200,-551.5,45.7,m58,m28
27400,59300,-328.86,45.7,m54,m27
28200,76200,-418.08,45.8,m54,m28
28200,76200,-426.22,45.8,m54,m28
27400,59300,-59.44,45.8,m1,m27
28200,76200,-468.09,45.8,m54,m28
28900,87700,-768.35,45.8,m58,m29
28900,87700,-498.22,45.9,m5,m29
27400,59300,-267.65999999999997,45.9,m54,m27
28900,87700,-564.04,45.9,m54,m29
27400,59300,-227.29,45.9,m41,m27
28200,76200,-511.64,46.0,m54,m28
28900,87700,-580.22,46.0,m54,m29
28900,87700,-389.74,46.0,m5,m29
28200,76200,-456.8,46.0,m54,m28
27400,59300,-268.38,46.0,m54,m27
28900,87700,-85.78,46.1,m1,m29
28900,87700,-258.36,46.1,m41,m29
27400,59300,-305.89,46.2,m54,m27
28900,87700,-789.1,46.2,m58,m29
28900,87700,-549.66,46.2,m54,m29
28900,87700,-307.31,46.2,m41,m29
27400,59300,-61.21,46.3,m1,m27
28200,76200,-464.89,46.3,m54,m28
28200,76200,-402.06,46.3,m54,m28
28900,87700,-327.11,46.3,m41,m29
28200,76200,-465.69,46.4,m54,m28
28900,87700,-387.26,46.4,m5,m29
27400,59300,-245.73,46.5,m5,m27
27400,59300,-113.06,46.5,m1,m27
28200,76200,-260.18,46.6,m41,m28
27400,59300,-237.15,46.6,m41,m27
28200,76200,-362.55,46.6,m54,m28
28200,76200,-473.27,46.6,m54,m28
28900,87700,-601.35,46.7,m54,m29
28900,87700,-602.35,46.8,m54,m29
28900,87700,-532.9,46.8,m5,m29
27400,59300,-48.61,46.8,m1,m27
28900,87700,-525.23,46.8,m5,m29
28900,87700,-448.03,46.8,m5,m29
28900,87700,-529.94,46.8,m5,m29
27400,59300,-71.94,46.8,m1,m27
28200,76200,-462.27,46.8,m54,m28
27400,59300,-246.51,46.8,m5,m27
28900,87700,-573.07,46.9,m54,m29
27400,59300,-346.03,46.9,m58,m27
28900,87700,-356.11,46.9,m41,m29
27400,59300,-330.36,46.9,m54,m27
27400,59300,-264.86,46.9,m5,m27
28900,87700,-496.77,47.0,m5,m29
27400,59300,-456.91,47.0,m58,m27
27400,59300,-52.480000000000004,47.0,m1,m27
27400,59300,-363.9,47.0,m58,m27
28900,87700,-353.17,47.1,m41,m29
27400,59300,-241.95,47.1,m41,m27
27400,59300,-238.89,47.1,m41,m27
28900,87700,-493.31,47.1,m5,m29
27400,59300,-342.65,47.1,m58,m27
28200,76200,-425.16,47.1,m54,m28
27400,59300,-337.73,47.1,m54,m27
27400,59300,-360.08,47.2,m58,m27
28200,76200,-463.58,47.2,m54,m28
28200,76200,-466.99,47.2,m54,m28
28900,87700,-584.87,47.2,m54,m29
28200,76200,-559.82,47.3,m58,m28
28200,76200,-455.31,47.3,m54,m28
28900,87700,-568.02,47.4,m54,m29
28900,87700,-721.78,47.4,m58,m29
27400,59300,-358.04,47.5,m58,m27
28200,76200,-499.83,47.6,m54,m28
27400,59300,-235.84,47.6,m41,m27
28200,76200,-481.12,47.6,m54,m28
27400,59300,-304.85,47.6,m54,m27
28200,76200,-700.86,47.6,m6,m28
28900,87700,-411.36,47.7,m5,m29
28200,76200,-396.04,47.7,m54,m28
28900,87700,-542.11,47.7,m54,m29
27400,59300,-192.35,47.7,m41,m27
28200,76200,-492.03,47.7,m54,m28
28900,87700,-446.19,47.8,m5,m29
27400,59300,-458.42,47.8,m58,m27
28900,87700,-560.26,47.9,m54,m29
28200,76200,-552.85,47.9,m58,m28
27400,59300,-465.28,47.9,m58,m27
28900,87700,-621.36,47.9,m54,m29
28900,87700,-612.16,48.0,m54,m29
28900,87700,-434.1,48.0,m5,m29
27400,59300,-502.69,48.0,m58,m27
27400,59300,-237.49,48.0,m41,m27
27400,59300,-470.82,48.0,m58,m27
28900,87700,-592.21,48.1,m54,m29
27400,59300,-207.83,48.1,m41,m27
27400,59300,-405.12,48.1,m58,m27
28900,87700,-455.39,48.1,m5,m29
27400,59300,-235.06,48.1,m41,m27
28900,87700,-230.93,48.1,m41,m29
27400,59300,-311.06,48.2,m54,m27
28900,87700,-699.52,48.2,m54,m29
28900,87700,-390.7,48.2,m5,m29
27400,59300,-336.44,48.3,m54,m27
28900,87700,-449.52,48.3,m5,m29
27400,59300,-466.99,48.3,m58,m27
28900,87700,-365.34,48.3,m41,m29
28900,87700,-556.04,48.4,m54,m29
28900,87700,-427.78,48.4,m5,m29
28900,87700,-581.82,48.4,m54,m29
28900,87700,-505.71,48.4,m5,m29
28900,87700,-392.19,48.5,m5,m29
28200,76200,-405.09,48.5,m54,m28
28900,87700,-490.18,48.5,m5,m29
27400,59300,-473.7,48.5,m58,m27
28200,76200,-261.73,48.5,m41,m28
27400,59300,-263.19,48.5,m5,m27
27400,59300,-502.47,48.6,m58,m27
27400,59300,-475.81,48.6,m58,m27
27400,59300,-359.04,48.6,m58,m27
27400,59300,-334.96,48.6,m54,m27
28900,87700,-405.66,48.6,m5,m29
28900,87700,-461.43,48.7,m5,m29
28900,87700,-576.36,48.7,m54,m29
28900,87700,-407.35,48.7,m5,m29
28900,87700,-657.98,48.8,m54,m29
28200,76200,-283.03,48.8,m5,m28
28900,87700,-366.84,48.8,m41,m29
28200,76200,-559.37,48.8,m58,m28
28900,87700,-587.99,48.9,m54,m29
28900,87700,-456.74,48.9,m5,m29
28900,87700,-432.61,48.9,m5,m29
27400,59300,-362.36,48.9,m58,m27
28900,87700,-551.16,48.9,m54,m29
28900,87700,-384.22,48.9,m5,m29
28900,87700,-368.3,48.9,m41,m29
27400,59300,-248.01,49.0,m5,m27
27400,59300,-349.42,49.0,m58,m27
28900,87700,-578.71,49.0,m54,m29
28900,87700,-487.21,49.0,m5,m29
27400,59300,-350.47,49.0,m58,m27
27400,59300,-327.66,49.0,m54,m27
27400,59300,-478.58,49.0,m58,m27
28900,87700,-453.86,49.0,m5,m29
28900,87700,-545.1600000000001,49.1,m54,m29
28900,87700,-665.74,49.1,m54,m29
28900,87700,-577.82,49.1,m54,m29
27400,59300,-252.25,49.1,m5,m27
27400,59300,-351.7,49.1,m58,m27
28900,87700,-414.4,49.1,m5,m29
27400,59300,-472.42,49.2,m58,m27
28900,87700,-451.13,49.2,m5,m29
28900,87700,-371.61,49.2,m41,m29
28200,76200,-549.82,49.2,m58,m28
27400,59300,-308.93,49.3,m54,m27
28900,87700,-459.93,49.3,m5,m29
28200,76200,-520.35,49.3,m54,m28
28900,87700,-569.74,49.3,m54,m29
28900,87700,-546.6600000000001,49.3,m54,m29
28900,87700,-709.92,49.3,m58,m29
28900,87700,-593.01,49.4,m54,m29
28900,87700,-591.51,49.4,m54,m29
28900,87700,-619.76,49.4,m54,m29
27400,59300,-64.93,49.4,m1,m27
28900,87700,-628.85,49.4,m54,m29
28900,87700,-553.35,49.5,m54,m29
27400,59300,-242.27,49.5,m41,m27
28900,87700,-369.8,49.5,m41,m29
27400,59300,-356.22,49.5,m58,m27
28200,76200,-322.68,49.5,m54,m28
28200,76200,-325.65,49.5,m54,m28
28900,87700,-536.11,49.5,m54,m29
28200,76200,-327.41,49.5,m54,m28
28900,87700,-354.17,49.6,m41,m29
28900,87700,-399.46,49.6,m5,m29
28200,76200,-394.81,49.6,m54,m28
28900,87700,-586.87,49.6,m54,m29
27400,59300,-488.86,49.6,m58,m27
28200,76200,-702.15,49.6,m6,m28
27400,59300,-467.95,49.7,m58,m27
28200,76200,-502.49,49.7,m54,m28
28900,87700,-424.71,49.7,m5,m29
28900,87700,-325.61,49.8,m41,m29
28200,76200,-264.62,49.8,m41,m28
28900,87700,-729.8,49.9,m58,m29
28900,87700,-596.9,49.9,m54,m29
28900,87700,-598.53,49.9,m54,m29
27400,59300,-463.26,49.9,m58,m27
28900,87700,-540.05,50.0,m54,m29
28900,87700,-435.56,50.0,m5,m29
27400,59300,-469.79,50.0,m58,m27
28900,87700,-430.76,50.0,m5,m29
28900,87700,-485.86,50.1,m5,m29
28200,76200,-275.88,50.1,m41,m28
28900,87700,-418.46,50.1,m5,m29
27400,59300,-333.77,50.1,m54,m27
28900,87700,-560.02,50.2,m54,m29
28200,76200,-314.84,50.2,m54,m28
27400,59300,-353.29,50.2,m58,m27
28900,87700,-544.36,50.2,m54,m29
28200,76200,-478.17,50.2,m54,m28
28900,87700,-465.75,50.2,m5,m29
28900,87700,-611.26,50.3,m54,m29
28200,76200,-267.83000000000004,50.3,m41,m28
28900,87700,-731.08,50.3,m58,m29
